team_name,team_abbreviation,season_id,team_id_pre,wl_pre,fgm_pre,fga_pre,fg_pct_pre,fg3m_pre,fg3a_pre,fg3_pct_pre,ftm_pre,fta_pre,ft_pct_pre,oreb_pre,dreb_pre,reb_pre,ast_pre,stl_pre,blk_pre,tov_pre,pf_pre,pts_pre,plus_minus_pre,game_id_pre,games_played_pre,team_id_post,wl_post,fgm_post,fga_post,fg_pct_post,fg3m_post,fg3a_post,fg3_pct_post,ftm_post,fta_post,ft_pct_post,oreb_post,dreb_post,reb_post,ast_post,stl_post,blk_post,tov_post,pf_post,pts_post,plus_minus_post,game_id_post,games_played_post,winner,mvp_number,all_defensive,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,playoff_eff,pretrade_eff,posttrade_eff,elo_score,all_star_number
Charlotte Hornets,CHH,22000,1610612766.0,0.5272727272727272,33.63636363636363,79.14545454545454,0.42765454545454545,4.054545454545455,12.072727272727272,0.3300909090909091,18.818181818181817,25.236363636363638,0.7426727272727273,12.89090909090909,31.836363636363636,44.72727272727273,22.636363636363637,7.909090909090909,5.454545454545454,15.0,21.745454545454546,90.14545454545454,1.6,20000381.4,55.0,1610612766.0,0.6296296296296297,35.18518518518518,79.55555555555556,0.4436296296296296,4.333333333333333,11.851851851851851,0.3609259259259259,20.88888888888889,28.074074074074073,0.7444444444444445,12.0,31.74074074074074,43.74074074074074,24.25925925925926,8.518518518518519,5.7407407407407405,13.25925925925926,20.62962962962963,95.5925925925926,3.111111111111111,20000988.185185187,27.0,0,0,1,10,240.0,33.9,78.1,0.434,4.4,12.0,0.367,29.5,66.1,0.446,23.5,31.4,0.748,13.2,29.9,43.1,19.7,8.6,4.6,12.1,20.9,95.7,107.5,103.94545454545455,113.03703703703704,1567.0748639601009,1
Charlotte Hornets,CHH,22001,1610612766.0,0.5094339622641509,35.37735849056604,80.37735849056604,0.44166037735849056,4.2075471698113205,12.169811320754716,0.3573207547169811,18.735849056603772,24.92452830188679,0.7524716981132076,12.622641509433961,30.88679245283019,43.509433962264154,21.79245283018868,7.6415094339622645,5.679245283018868,14.075471698113208,21.735849056603772,93.69811320754717,0.16981132075471697,20100387.20754717,53.0,1610612766.0,0.5862068965517241,35.10344827586207,80.0,0.44055172413793103,4.241379310344827,12.03448275862069,0.3588275862068966,19.82758620689655,27.03448275862069,0.7347586206896551,13.448275862068966,29.93103448275862,43.37931034482759,20.82758620689655,8.551724137931034,5.344827586206897,13.931034482758621,20.517241379310345,94.27586206896552,2.413793103448276,20100981.379310343,29.0,0,0,0,9,245.6,34.1,81.0,0.421,4.4,12.2,0.364,29.7,68.8,0.431,23.4,32.3,0.725,14.7,31.6,46.2,19.6,8.9,7.3,14.8,27.4,96.1,107.50000000000001,107.0566037735849,106.34482758620689,1509.393973732678,0
Chicago Bulls,CHI,21989,1610612741.0,0.6153846153846154,43.21153846153846,87.3076923076923,0.497,3.25,8.48076923076923,0.3707307692307692,19.71153846153846,25.75,0.7655,13.038461538461538,28.28846153846154,41.32692307692308,26.25,9.384615384615385,4.365384615384615,15.038461538461538,23.23076923076923,109.38461538461539,2.1538461538461537,28900346.653846152,52.0,1610612741.0,0.7666666666666667,42.8,85.0,0.5042,2.7,7.6,0.34659999999999996,21.333333333333332,26.7,0.8015000000000001,13.233333333333333,26.933333333333334,40.166666666666664,26.9,10.866666666666667,5.366666666666666,13.966666666666667,23.266666666666666,109.63333333333334,5.166666666666667,28900914.266666666,30.0,0,0,1,16,240.0,38.1,81.4,0.469,2.7,8.9,0.303,35.4,72.5,0.489,22.9,30.2,0.76,13.1,27.1,40.1,22.8,8.6,4.3,14.4,25.6,101.9,112.7,125.53846153846153,131.4,1598.8721911013286,1
Chicago Bulls,CHI,21990,1610612741.0,0.7254901960784313,44.549019607843135,87.92156862745098,0.507764705882353,1.411764705882353,4.0588235294117645,0.3360204081632653,18.352941176470587,24.666666666666668,0.7439019607843137,14.176470588235293,29.215686274509803,43.3921568627451,27.705882352941178,9.72549019607843,5.607843137254902,14.137254901960784,21.15686274509804,108.86274509803921,7.764705882352941,29000341.098039217,51.0,1610612741.0,0.7741935483870968,43.87096774193548,85.19354838709677,0.5161290322580645,2.6774193548387095,7.0,0.3745806451612903,21.580645161290324,27.516129032258064,0.7765483870967742,13.709677419354838,27.483870967741936,41.193548387096776,25.774193548387096,10.516129032258064,4.903225806451613,13.774193548387096,21.677419354838708,112.0,11.290322580645162,29000905.870967742,31.0,1,1,2,17,241.5,40.9,79.6,0.514,1.8,5.4,0.326,39.2,74.2,0.528,20.3,26.6,0.763,12.5,27.7,40.2,25.5,9.5,4.5,12.5,22.2,103.9,126.10000000000002,131.47058823529412,133.35483870967744,1669.2637143253623,2
Chicago Bulls,CHI,21991,1610612741.0,0.8113207547169812,44.509433962264154,87.62264150943396,0.5092452830188678,1.7547169811320755,5.547169811320755,0.31275000000000003,19.9811320754717,26.79245283018868,0.745132075471698,14.226415094339623,29.566037735849058,43.79245283018868,27.62264150943396,7.981132075471698,5.811320754716981,13.09433962264151,21.37735849056604,110.75471698113208,10.075471698113208,29100358.16981132,53.0,1610612741.0,0.8275862068965517,44.275862068965516,87.03448275862068,0.5093448275862069,1.5517241379310345,5.517241379310345,0.26906896551724135,18.20689655172414,24.551724137931036,0.7365862068965517,14.448275862068966,30.06896551724138,44.51724137931034,28.103448275862068,8.586206896551724,5.931034482758621,12.275862068965518,19.310344827586206,108.3103448275862,11.10344827586207,29100901.862068966,29.0,1,1,2,22,241.1,38.7,79.5,0.487,2.5,6.6,0.372,36.3,73.0,0.497,20.5,27.8,0.735,13.0,26.9,39.9,24.1,7.8,5.5,13.5,23.6,100.4,116.10000000000002,132.9433962264151,134.06896551724137,1737.434745126809,1
Chicago Bulls,CHI,21992,1610612741.0,0.6739130434782609,41.84782608695652,88.93478260869566,0.4706521739130434,2.760869565217391,7.673913043478261,0.37265217391304345,18.043478260869566,24.847826086956523,0.728891304347826,16.108695652173914,28.130434782608695,44.23913043478261,26.41304347826087,9.456521739130435,5.3478260869565215,13.347826086956522,22.043478260869566,104.5,5.108695652173913,29200295.673913043,46.0,1610612741.0,0.7222222222222222,43.05555555555556,86.5,0.4981666666666667,3.25,8.777777777777779,0.3809166666666666,16.694444444444443,22.47222222222222,0.7467222222222223,15.25,27.47222222222222,42.72222222222222,25.5,9.666666666666666,4.444444444444445,12.38888888888889,21.944444444444443,106.05555555555556,7.805555555555555,29200852.972222224,36.0,1,0,3,19,243.9,39.8,82.3,0.484,4.2,9.6,0.434,35.6,72.7,0.49,18.6,25.6,0.727,13.2,26.8,40.0,24.3,8.6,4.4,12.5,23.3,102.4,117.70000000000002,122.71739130434786,126.7777777777778,1669.7103006957182,2
Chicago Bulls,CHI,21993,1610612741.0,0.6923076923076923,39.90384615384615,83.36538461538461,0.47965384615384615,2.576923076923077,7.384615384615385,0.3471153846153846,16.26923076923077,23.346153846153847,0.6985576923076924,13.807692307692308,29.01923076923077,42.82692307692308,25.673076923076923,9.076923076923077,4.269230769230769,14.865384615384615,20.596153846153847,98.65384615384616,3.980769230769231,29300354.692307692,52.0,1610612741.0,0.6333333333333333,39.0,82.66666666666667,0.47176666666666667,3.3,9.166666666666666,0.3433333333333334,15.466666666666667,21.5,0.7168333333333333,14.166666666666666,29.4,43.56666666666667,25.566666666666666,8.933333333333334,4.4,15.2,22.633333333333333,96.76666666666667,1.5333333333333334,29300897.266666666,30.0,0,0,2,10,242.5,35.1,75.6,0.464,3.5,10.2,0.343,31.6,65.4,0.483,19.9,26.0,0.765,12.4,26.9,39.3,21.8,8.1,4.7,14.2,23.7,93.6,106.69999999999997,115.09615384615387,114.33333333333333,1611.543533530209,2
Chicago Bulls,CHI,21994,1610612741.0,0.49056603773584906,38.58490566037736,81.64150943396227,0.47345283018867923,5.660377358490566,15.641509433962264,0.3584339622641509,18.22641509433962,25.32075471698113,0.7154339622641509,13.830188679245284,27.30188679245283,41.132075471698116,23.641509433962263,9.849056603773585,4.245283018867925,15.849056603773585,24.60377358490566,101.05660377358491,3.1320754716981134,29400349.24528302,53.0,1610612741.0,0.7241379310344828,39.51724137931034,82.17241379310344,0.4811379310344827,4.931034482758621,12.344827586206897,0.39813793103448275,18.413793103448278,24.93103448275862,0.7298620689655173,12.862068965517242,29.20689655172414,42.06896551724138,24.724137931034484,9.482758620689655,4.379310344827586,13.551724137931034,22.689655172413794,102.37931034482759,7.931034482758621,29400899.620689657,29.0,0,0,1,10,242.5,37.0,79.9,0.463,6.1,15.5,0.394,30.9,64.4,0.48,18.3,25.0,0.732,12.5,26.7,39.2,23.9,7.6,4.2,13.9,26.4,98.4,109.8,113.9245283018868,120.31034482758618,1573.0942387215664,3
Chicago Bulls,CHI,21995,1610612741.0,0.9056603773584906,40.716981132075475,84.24528301886792,0.48452830188679247,6.415094339622642,15.433962264150944,0.41043396226415096,18.056603773584907,24.39622641509434,0.7396603773584906,15.415094339622641,28.92452830188679,44.339622641509436,24.9811320754717,8.924528301886792,4.018867924528302,14.018867924528301,22.528301886792452,105.90566037735849,11.339622641509434,29500388.471698113,53.0,1610612741.0,0.8275862068965517,39.13793103448276,83.6896551724138,0.467551724137931,7.0344827586206895,18.310344827586206,0.3791379310344828,18.551724137931036,24.517241379310345,0.7602068965517241,14.827586206896552,30.275862068965516,45.10344827586207,24.448275862068964,9.379310344827585,4.551724137931035,13.482758620689655,21.137931034482758,103.86206896551724,13.89655172413793,29500979.137931034,29.0,1,1,3,18,241.4,35.3,79.7,0.443,6.2,20.2,0.306,29.1,59.6,0.489,20.7,28.0,0.738,16.3,27.3,43.6,22.7,9.5,3.9,14.4,24.8,97.4,110.99999999999999,124.28301886792451,123.34482758620692,1739.4130665173057,1
Chicago Bulls,CHI,21996,1610612741.0,0.8846153846153846,40.09615384615385,84.6923076923077,0.47371153846153846,6.326923076923077,17.423076923076923,0.36353846153846153,16.326923076923077,22.01923076923077,0.7425384615384616,14.884615384615385,29.46153846153846,44.34615384615385,25.76923076923077,8.807692307692308,3.769230769230769,13.096153846153847,19.442307692307693,102.84615384615384,11.538461538461538,29600365.903846152,52.0,1610612741.0,0.7666666666666667,39.733333333333334,83.96666666666667,0.47400000000000003,6.466666666666667,16.566666666666666,0.38683333333333336,17.733333333333334,23.433333333333334,0.7518666666666667,15.366666666666667,30.966666666666665,46.333333333333336,26.733333333333334,8.6,4.533333333333333,14.266666666666667,20.2,103.66666666666667,9.533333333333333,29600968.8,30.0,1,0,2,19,240.0,34.7,80.2,0.432,6.1,19.2,0.319,28.6,61.1,0.468,17.1,23.2,0.735,14.9,28.6,43.5,20.7,8.5,4.8,12.4,24.3,92.5,106.0,122.15384615384616,125.66666666666667,1776.0780012366608,2
