team_name,season_id,mvp_number
Indianapolis Olympians,21997,0
Indianapolis Olympians,21998,0
Indianapolis Olympians,21999,0
Indianapolis Olympians,22000,0
Indianapolis Olympians,22001,0
Indianapolis Olympians,22002,0
Indianapolis Olympians,22003,0
Indianapolis Olympians,22004,0
Indianapolis Olympians,22005,0
Indianapolis Olympians,22006,0
Indianapolis Olympians,22007,0
Indianapolis Olympians,22008,0
Indianapolis Olympians,22009,0
Indianapolis Olympians,22010,0
Indianapolis Olympians,22011,0
Indianapolis Olympians,22012,0
Indianapolis Olympians,22013,0
Indianapolis Olympians,22014,0
Indianapolis Olympians,22015,0
Indianapolis Olympians,22016,0
Indianapolis Olympians,22018,0
Indianapolis Olympians,22019,0
Indianapolis Olympians,22020,0
Indianapolis Olympians,22021,0
Indianapolis Olympians,22022,0
Kansas City Kings,21989,0
Kansas City Kings,21990,0
Kansas City Kings,21991,0
Kansas City Kings,21992,0
Kansas City Kings,21993,0
Kansas City Kings,21994,0
Kansas City Kings,21995,0
Kansas City Kings,21996,0
Kansas City Kings,21997,0
Kansas City Kings,21998,0
Kansas City Kings,21999,0
Kansas City Kings,22000,0
Kansas City Kings,22001,0
Kansas City Kings,22002,0
Kansas City Kings,22003,0
Kansas City Kings,22004,0
Kansas City Kings,22005,0
Kansas City Kings,22006,0
Kansas City Kings,22007,0
Kansas City Kings,22008,0
Kansas City Kings,22009,0
Kansas City Kings,22010,0
Kansas City Kings,22011,0
Kansas City Kings,22012,0
Kansas City Kings,22013,0
Kansas City Kings,22014,0
Kansas City Kings,22015,0
Kansas City Kings,22016,0
Kansas City Kings,22018,0
Kansas City Kings,22019,0
Kansas City Kings,22020,0
Kansas City Kings,22021,0
Kansas City Kings,22022,0
Kansas City-Omaha Kings,21989,0
Kansas City-Omaha Kings,21990,0
Kansas City-Omaha Kings,21991,0
Kansas City-Omaha Kings,21992,0
Kansas City-Omaha Kings,21993,0
Kansas City-Omaha Kings,21994,0
Kansas City-Omaha Kings,21995,0
Kansas City-Omaha Kings,21996,0
Kansas City-Omaha Kings,21997,0
Kansas City-Omaha Kings,21998,0
Kansas City-Omaha Kings,21999,0
Kansas City-Omaha Kings,22000,0
Kansas City-Omaha Kings,22001,0
Kansas City-Omaha Kings,22002,0
Kansas City-Omaha Kings,22003,0
Kansas City-Omaha Kings,22004,0
Kansas City-Omaha Kings,22005,0
Kansas City-Omaha Kings,22006,0
Kansas City-Omaha Kings,22007,0
Kansas City-Omaha Kings,22008,0
Kansas City-Omaha Kings,22009,0
Kansas City-Omaha Kings,22010,0
Kansas City-Omaha Kings,22011,0
Kansas City-Omaha Kings,22012,0
Kansas City-Omaha Kings,22013,0
Kansas City-Omaha Kings,22014,0
Kansas City-Omaha Kings,22015,0
Kansas City-Omaha Kings,22016,0
Kansas City-Omaha Kings,22018,0
Kansas City-Omaha Kings,22019,0
Kansas City-Omaha Kings,22020,0
Kansas City-Omaha Kings,22021,0
Kansas City-Omaha Kings,22022,0
LA Clippers,21989,0
LA Clippers,21990,0
LA Clippers,21991,0
LA Clippers,21992,0
LA Clippers,21993,0
LA Clippers,21994,0
LA Clippers,21995,0
LA Clippers,21996,0
LA Clippers,21997,0
LA Clippers,21998,0
LA Clippers,21999,0
LA Clippers,22000,0
LA Clippers,22001,0
LA Clippers,22002,0
LA Clippers,22003,0
LA Clippers,22004,0
